Type,Status,Priority,Resolution,Affect Version/s,Fix Version/s,Components/s,Assignee,Reporter,Votes,Watchers,Created,Updated,Resolved,Description,Comments
Improvement,Resolved,Major,Fixed,None,3.9.0,camel-http,Claus Ibsen,Claus Ibsen,0,1,16/Feb/21 12:59,17/Feb/21 07:18,17/Feb/21 07:18,"If using http producer and there are no override headers, or something else that change what uri to send to, then we should optimize and not build URI object but could use URI based on init/build phase.","Claus Ibsen:2021-02-16T16:24:55.628+0000:optimize camel-http
there is potential a little bit in camel-vertx-http too"
